Country Name,Year,Data.Daily cigarettes,Data.Percentage.Male,Data.Percentage.Female,Data.Percentage.Total,Data.Smokers.Total,Data.Smokers.Female,Data.Smokers.Male,GDP per capita,Unemployment,Literacy,Health expenditure
Sri Lanka,1991,9.5,12.9,24.200001,1.5,1548955,92310,1456645,516.7693263,14.66,,
Sudan,1991,14.3,5.6999998,9.8999996,1.6,836860,119001,717860,1678.179688,15.722,,
Suriname,1991,118.9,6.4000001,10.3,2.3,17627,3215,14413,1077.212661,17.095,,
Swaziland,1991,20.9,5.9000001,10.5,2.2,26995,5495,21500,,,,
Sweden,1991,13.7,24.6,24.1,25.1,1735991,902129,833862,31822.97925,3.24,,
Switzerland,1991,25.4,28.299999,32.200001,24.5,1589653,712822,876831,39544.72449,1.82,,
Syria,1991,31.5,16.799999,27.299999,6.0999999,1157840,207772,950067,,,,
Taiwan,1991,29.1,23,40.900002,3.8,3436128,270856,3165273,,,,
Tajikistan,1991,34.299999,23.1,42.900002,4,701303,61519,639783,456.1880646,1.9,,
Tanzania,1991,9.3999996,11.5,21.5,1.9,1643552,139312,1504240,189.5909729,3.6,,
Thailand,1991,13.4,25,46.700001,4.1999998,10076990,870465,9206525,1751.068624,2.63,,
Timor,1991,1.9,32.200001,59,4.0999999,150324,9378,140945,,,,
Togo,1991,32.400002,6.5999999,12.1,1.4,138021,14807,123213,545.6848379,3.81,,
Tonga,1991,13.3,31.4,50.200001,12.6,18132,3640,14492,1335.230193,1.291,,
Trinidad and Tobago,1991,22.1,19.200001,30.6,8.1000004,157496,33529,123968,4159.070729,18.52,,
Tunisia,1991,22.299999,22.1,42.5,1.7,1149968,44227,1105740,1516.294272,15.767,,
Turkey,1991,22.9,27.6,42.5,13.6,9762243,2461785,7300459,,,,
Turkmenistan,1991,22.6,20.200001,38.099998,3.5,455003,40069,414934,839.4248858,1.4,,
Uganda,1991,5.0999999,12.8,22.4,3.4000001,1203184,161524,1041660,182.7944662,3.319,0.63241,
Ukraine,1991,17,30.299999,52.900002,11.9,12340879,2654819,9686060,1487.499756,1.9,,
United Arab Emirates,1991,14.2,18.9,26,0.60000002,252150,2378,249771,25668.49332,1.887,,
United Kingdom,1991,17.1,29,30,28,13449798,6763525,6686273,19900.18849,8.55,,
United States,1991,29.4,23.700001,25.799999,21.799999,46901035,22389140,24511893,24342.2589,6.8,,
Uruguay,1991,16.9,30.299999,39.700001,21.799999,704487,265407,439081,3574.111031,8.95,,
Uzbekistan,1991,18.9,11,21.299999,1.2,1366121,76745,1289377,652.8074753,1.9,,
Vanuatu,1991,6.0999999,21.700001,38.5,4.4000001,18446,1824,16622,1301.634163,1.734,,
Venezuela,1991,17.6,19,25.6,12.3,2390501,774421,1616079,,,,
Vietnam,1991,6.4000001,30.1,58.299999,3.9000001,13328212,888896,12439316,140.6310045,2.124,,
World,1991,18.1,23.9,38.900002,8.8000002,864955863,160190492,704765401,4428.107837,4.935353611,,
Yemen,1991,26.5,19.299999,29.5,9.8000002,1152094,299838,852256,,,,
Zambia,1991,7.3000002,11.6,20.299999,3.2,507070,70928,436142,428.5034282,18.9,,
Zimbabwe,1991,22.799999,11.9,21.4,2.5999999,694041,77485,616557,832.6879695,4.997,,
Afghanistan,1992,5.4000001,11,19.4,2.0999999,783101,74721,708380,,8.168,,
Albania,1992,16.299999,21.299999,38.700001,3.2,489417,36574,452844,200.8522198,30.015,,
Algeria,1992,17.4,16.5,32.099998,0.80000001,2602202,62893,2539310,1794.623507,24.38,,
Andorra,1992,19.5,31,37.700001,24.799999,14305,5937,8368,21123.06705,,,
Angola,1992,23.200001,8.8999996,17,1.1,511147,32563,478584,1196.464962,4.487,,
Antigua and Barbuda,1992,67.5,3.9000001,5.9000001,2,1728,468,1261,7721.763119,,,
Argentina,1992,18.799999,25,29.299999,21.1,5862939,2550732,3312207,6815.331623,6.36,,
Armenia,1992,22.1,28.1,56.599998,2.8,676808,35943,640864,356.0822126,1.8,,
Australia,1992,22.4,24.700001,27,22.5,3378500,1556379,1822121,18624.59089,10.73,,
Austria,1992,22.5,28.799999,36.099998,22.299999,1860854,757323,1103531,24880.16412,3.59,,
Azerbaijan,1992,17,21.5,44,0.89999998,1052460,23238,1029222,60.23512054,1.8,,
Bahamas,1992,26,10.8,16.5,5.4000001,19629,4952,14676,,,,
Bahrain,1992,23.299999,14.8,20.4,6.1999998,52978,8644,44334,8568.658051,1.102,,
Bangladesh,1992,7.4000001,23.5,43.5,1.5,15523009,476062,15046948,284.9669776,2.295,,
Barbados,1992,30.9,6.8000002,11.9,2.2,13581,2255,11325,7520.79074,22.94,,
Belarus,1992,16.5,30.299999,54.5,9.8999996,2390063,421704,1968359,1667.605057,3.1,,
Belgium,1992,20,30.799999,37,25,2531070,1061179,1469891,23372.61917,6.7,,
Belize,1992,37.700001,9.8000002,17.799999,1.7,10851,962,9889,3644.265078,9.716,,
Benin,1992,10.1,8.6999998,14.7,3.2,252593,48866,203727,310.6237201,1.51,,
Bhutan,1992,38.099998,11,17.5,3.8,32533,5291,27242,440.0332783,1.49,,
Bolivia,1992,2.4000001,34.099998,45.900002,22.9,1435769,492259,943511,763.2606742,3.262,0.69726,
Bosnia and Herzegovina,1992,21.700001,38,47.5,29.200001,1207447,478597,728851,,18.308,,
Botswana,1992,24.200001,14,23.200001,5.1999998,115400,22106,93294,2918.617005,16.325,,
Brazil,1992,34,17.9,21.799999,14.2,18219195,7348192,10871002,2505.225033,6.42,,
Brunei,1992,43.599998,12.3,15.3,8.8000002,22099,7398,14701,,,,
Bulgaria,1992,22.5,28.299999,37.799999,19.200001,1951521,682270,1269251,1211.980878,15.3,,
Burkina Faso,1992,4.0999999,12.5,17.5,8.1000004,614201,208549,405652,349.708108,2.627,,
Burundi,1992,7.8000002,13.8,19.299999,8.6999998,417754,137063,280691,188.5811668,2.689,,
Cambodia,1992,10.8,23.5,44.400002,5.0999999,1239872,143396,1096476,,0.768,,
Cameroon,1992,15,8.1999998,14.2,2.5,565991,86445,479547,995.3144934,7.751,,
Canada,1992,20.700001,28.200001,29.4,26.9,6333063,3082949,3250114,20949.93327,11.2,,
Cape Verde,1992,10.2,6.0999999,9.8999996,2.9000001,12349,3200,9149,,,,
Central African Republic,1992,17.9,8.3999996,16.1,1.1,144795,10011,134784,471.9406398,5.437,,
Chad,1992,2.0999999,7.3000002,12.6,2.0999999,240207,35861,204346,298.5673117,0.661,,
Chile,1992,8.5,37,40.099998,34,3553695,1670903,1882792,3335.064959,4.35,,
China,1992,18.200001,29.200001,52.900002,4.0999999,248100064,16797847,231302213,366.4606923,2.37,,
Colombia,1992,20.700001,13.6,19.6,7.9000001,3015171,899490,2115681,1720.568557,9.44,,
Comoros,1992,3.5,13.1,18,8.1999998,31437,9912,21525,1009.710263,5.021,,
Congo,1992,16.299999,8.3999996,15.8,1.1,119520,7998,111522,,,,
Costa Rica,1992,28.200001,10,14.5,5.4000001,208832,56043,152789,2578.025031,3.93,,
Cote d'Ivoire,1992,23.799999,8.8999996,14.5,2.4000001,646380,81343,565037,868.7255417,6.7,,
Croatia,1992,21.4,26.6,31.6,22.1,1029038,446301,582737,,11.015,,
Cuba,1992,35.200001,18.1,23.5,12.7,1506200,527598,978601,2048.068839,8.056,,
Cyprus,1992,19.6,34.200001,46.799999,22.299999,171901,57610,114291,11310.07227,2.09,,
Czech Republic,1992,22.200001,26.200001,30.700001,22,2151085,943246,1207839,,,,
Democratic Republic of Congo,1992,8.1999998,7.9000001,15.1,1.1,1617207,118567,1498641,,,,
Denmark,1992,12.7,36.799999,35.799999,37.700001,1580129,827647,752483,29569.49706,9.03,,
Djibouti,1992,12.2,21.4,36.299999,6.5,74820,11361,63459,767.1062359,29.681,,
Dominica,1992,25.4,6.0999999,9.1999998,3,2790,703,2087,3386.665981,,,
Dominican Republic,1992,17.5,16.6,20.200001,12.9,777208,301145,476062,1562.522047,6.294,,
Ecuador,1992,15.9,8.8999996,14.8,2.9000001,586963,96594,490369,1657.85872,4.589,,
Egypt,1992,21.799999,16.299999,31.9,0.89999998,5803933,159264,5644668,,,,
El Salvador,1992,14.3,10.5,19,3,343830,51646,292184,1047.043157,7.88,0.70748,
Equatorial Guinea,1992,44.900002,11.2,20.6,1.2,27136,1378,25758,268.6974831,7.572,,
Eritrea,1992,32.400002,7.0999999,13.6,0.89999998,122988,8176,114812,,5.428,,
Estonia,1992,16.9,29.799999,45.599998,16.6,356971,108805,248166,,3.68,,
Ethiopia,1992,7,4.1999998,7.5,1,1162668,140058,1022610,201.7435026,3.155,,
Fiji,1992,20.200001,16.1,27.1,4.9000001,74559,11197,63362,1947.504202,4.655,,
Finland,1992,15,23.4,29.200001,18,952643,382241,570402,22319.05946,11.6,,
France,1992,16.299999,32.700001,39.700001,26.299999,14988760,6252858,8735902,23814.22737,10.2,,
Gabon,1992,13.6,9.1999998,16.200001,2.5999999,53409,7858,45551,5390.536792,17.96,,
Gambia,1992,25.9,14.9,28.700001,1,78411,2501,75910,,,,
Georgia,1992,23.4,22.4,42.400002,5.0999999,904356,109442,794913,757.2235485,5.4,,
Germany,1992,20.299999,27.700001,34.700001,21.200001,18655820,7444559,11211261,26438.23039,6.32,,
Ghana,1992,14.1,4.8000002,8.5,1.1,422257,46511,375745,395.0411218,4.7,,
Greece,1992,24.6,40.200001,54.599998,26.4,3401324,1143770,2257554,11176.45842,7.84,,
Grenada,1992,21,9.5,14.4,4.8000002,5623,1467,4156,3069.679775,,,
Guatemala,1992,10,8.5,14.7,2.4000001,434323,61487,372836,1093.956561,2.638,,
Guinea,1992,2.0999999,6.5999999,12,1.5,250611,29124,221487,480.7562462,4.54,,
Guinea-Bissau,1992,2.4000001,7,11.8,2.4000001,41777,7168,34608,221.2460248,2.99,,
Guyana,1992,21.6,11.9,21.5,2.7,56641,6559,50082,501.4418045,11.9,,
Haiti,1992,6.6999998,9.6999998,15.1,4.6999998,408623,102060,306563,313.2387991,7.619,,
Honduras,1992,18.4,14.7,25.299999,4.3000002,419441,62281,357159,924.9596767,3.06,,
Hungary,1992,25.9,29.1,36.799999,22.200001,2437951,982890,1455061,3735.10582,9.94,,
Iceland,1992,23.1,30.4,30.799999,29.9,59576,29430,30146,27124.25883,4.31,,
India,1992,12,17.200001,31,2.4000001,97910833,6568851,91341988,317.5587347,6.815,,
Indonesia,1992,9.8999996,29,54.700001,3.5999999,34631198,2172790,32458408,678.977737,2.73,,
Iran,1992,24.1,12.1,21.1,2.7,3903729,428725,3475004,,,,
Iraq,1992,23,17,32.200001,2,1722332,100709,1621623,30.11431551,8.973,,
Ireland,1992,20.6,31.200001,32.599998,29.9,822541,400093,422448,15714.38475,15.02,,
Israel,1992,21.200001,28.700001,33.900002,23.6,961323,403736,557587,,14.08,,
Italy,1992,19,27.9,34.700001,21.6,13372748,5383661,7989087,23243.47453,9.32,,
Jamaica,1992,15.8,15.6,25.1,6.6999998,245535,54374,191162,1452.188387,7.204,,
Japan,1992,25.299999,31.200001,53.099998,10.4,31769622,5425127,26344491,31414.97637,2.2,,
Jordan,1992,19.9,26.5,42.400002,8.3000002,555922,81734,474188,1373.412409,19.273,,
Kazakhstan,1992,23.6,20.9,26.799999,15.6,2316412,909143,1407269,1515.737659,1,,
Kenya,1992,10.7,11.1,20.6,1.8,1441133,116721,1324412,332.9499069,3.288,,
Kiribati,1992,7.5999999,49.200001,63.799999,35.099998,21384,7769,13615,612.7811046,,,
Kuwait,1992,25.9,20.299999,33.700001,2.8,259298,15677,243621,12253.57944,0.814,,
Kyrgyzstan,1992,20.299999,21.9,43.900002,1.6,610953,23337,587616,,,,
Laos,1992,16.5,34,56.5,12.1,851231,154261,696971,,,,
Latvia,1992,20.1,29,45.599998,15.4,597498,174239,423258,,6.6,,
Lebanon,1992,23.299999,39.200001,47.799999,31,739870,302336,437534,1560.198708,8.441,,
Lesotho,1992,23.1,21.4,43.799999,1.2,201372,5703,195669,447.1491434,16.973,,
Liberia,1992,10.6,7.5,14,1.2,83920,6778,77142,,2.323,,
Libya,1992,33.099998,11,19.200001,1.5,291348,18198,273151,7623.931967,20.251,,
Lithuania,1992,16.1,21.200001,36.900002,7.5999999,606951,117036,489915,,1.2,,
Luxembourg,1992,20.4,29.200001,33.299999,25.299999,93907,41682,52225,39570.86157,2.03,,
Macedonia,1992,22.6,37.5,48,27.1,556053,201248,354805,,,,
Madagascar,1992,4.3000002,21.799999,37,6.6999998,1471657,229148,1242509,294.2934347,5.102,,
Malawi,1992,12.8,13,23.200001,3.4000001,696581,94796,601785,258.8955804,4.945,,
Malaysia,1992,18.6,22.700001,43.299999,1.8,2767768,106706,2661062,3193.635381,3.71,,
Maldives,1992,27.799999,19.4,29.9,8.1999998,23440,4825,18615,1191.271151,0.865,,
Mali,1992,6.8000002,10.1,17.700001,3,449333,69624,379710,304.0278708,1.296,,
Malta,1992,37.799999,28.799999,36,21.9,83509,32420,51090,8220.245518,6.284,,
Marshall Islands,1992,20.1,19.200001,33.299999,4.5999999,5289,625,4665,1896.55316,,,
Mauritania,1992,19.700001,10,17.299999,3,119693,18477,101216,1007.809646,10.152,,
Mauritius,1992,19.6,21.5,40,3.2,166581,12594,153987,2973.205385,9.625,,
Mexico,1992,10.2,24.299999,36.5,12.9,13672636,3730367,9942268,4272.788266,3.24,,
Micronesia,1992,21.799999,25.700001,40.900002,10.2,14619,2848,11771,,,,
Moldova,1992,27.799999,25.1,47.799999,5.4000001,796511,91884,704627,,3.7,,
Mongolia,1992,12.9,21.9,39.799999,4.8000002,295675,32786,262888,589.141694,5.937,,
Montenegro,1992,22.6,27.1,35.400002,19.1,124979,44877,80101,,25.875,,
Morocco,1992,18,13.8,27.4,0.69999999,2132519,52879,2079639,1317.329956,13.122,,
Mozambique,1992,3.5999999,11.3,20.6,3.5,879531,147444,732086,191.0707135,2.842,,
Myanmar,1992,27.6,21.6,38.599998,5.8000002,5963636,829018,5134617,53.7388483,0.704,,
Namibia,1992,6.9000001,17.799999,25.700001,10.5,154066,47320,106745,2346.276254,19.198,,
Nepal,1992,6.4000001,35.799999,48.5,22.700001,3965631,1233894,2731737,164.2928089,10.507,,
Netherlands,1992,11.9,26.9,30.299999,23.6,3335464,1493794,1841670,23904.03742,5.56,,
New Zealand,1992,20.4,25.9,26.299999,25.4,702497,354382,348115,11793.01384,10.67,,
Nicaragua,1992,13.7,12.1,19.200001,5.1999998,286684,62478,224206,404.9537718,7.069,,
Niger,1992,9.5,5.4000001,8.6999998,2.4000001,235256,55366,179890,380.14907,1.406,,
Nigeria,1992,7.3000002,9,14.3,3.5,4988025,980883,4007142,477.0810397,3.931,,
North Korea,1992,14.9,23.299999,45.299999,3.2,3562423,254672,3307751,,,,
Norway,1992,5.8000002,33.299999,35.200001,31.4,1153966,555730,598236,30523.98096,5.91,,
Oman,1992,30.9,11.6,17.799999,1.3,129574,5227,124347,6272.469437,3.943,,
Pakistan,1992,17.200001,19.299999,32.299999,5.3000002,12790780,1693680,11097099,399.4655861,0.683,,
Palestine,1992,10,25.9,48.099998,3.4000001,304692,20042,284650,,,,
Panama,1992,18.6,9.8000002,15.8,3.7,164870,31252,133618,3148.447531,6.085,,
Papua New Guinea,1992,16.1,38.099998,54.5,21.200001,973479,266292,707187,1058.341136,2.494,,
Paraguay,1992,21.4,15.7,24.299999,7.0999999,413953,92501,321452,1673.448372,4.98,,
Peru,1992,9.3999996,10.1,14.4,5.8000002,1430926,415119,1015807,1560.546504,4.8,,
Philippines,1992,16.9,28.6,48.200001,9.1000004,11071790,1748875,9322915,936.1485762,3.802,,
Poland,1992,25.799999,35,47.799999,23.299999,10144350,3509911,6634439,2459.020594,13.65,,
Portugal,1992,22.5,22.299999,36.099998,9.8999996,1797973,419798,1378176,10810.56651,3.98,,
Qatar,1992,16.9,16.4,22,1.4,58072,1397,56675,16223.78008,0.811,,
Romania,1992,18.4,27.700001,38,18,5009246,1670453,3338793,1102.103785,8.26,0.95293,
Russia,1992,19.200001,33.099998,56,13.8,38093414,8620157,29473255,,,,
Rwanda,1992,21.299999,14.1,20.6,7.8000002,483169,138152,345017,264.9826094,11.857,,
Saint Lucia,1992,23.6,9.8999996,15.2,4.9000001,9059,2305,6753,,,,
Saint Vincent and the Grenadines,1992,105.1,9.3000002,16.4,2.3,6345,796,5549,,,,
Samoa,1992,21.5,27.700001,39.700001,15.1,27429,7253,20176,779.1744437,2.385,,
Sao Tome and Principe,1992,7.5,3.4000001,5.8000002,1.1,2135,356,1780,,14.519,,
Saudi Arabia,1992,47.200001,10.8,17.4,0.80000001,1076589,31400,1045189,7932.70591,7.2,,
Senegal,1992,19.4,10.4,19.700001,1.5,444764,31880,412884,974.3312066,5.631,,
Serbia,1992,18,24.299999,28.200001,20.5,1852399,802929,1049470,,12.952,,
Seychelles,1992,13.1,16.5,29.299999,4.0999999,7876,995,6881,6520.489505,,,
Sierra Leone,1992,6.1999998,17.700001,30,5.8000002,397456,65656,331801,158.0814981,3.539,,
Singapore,1992,23.200001,15.7,27.4,3.8,344468,42224,302245,16136.24384,3.09,,
Slovakia,1992,25.9,24,34.5,14.4,963764,299518,664247,,,,
Slovenia,1992,32.099998,26,31.4,21.1,417040,176666,240374,,7.673,,
Solomon Islands,1992,4,28.299999,40.299999,15.8,51845,14146,37699,782.2683324,1.307,,
Somalia,1992,22.200001,11,19.700001,2.5999999,379426,45659,333768,,19.802,,
South Africa,1992,17.299999,22.799999,37.200001,9,5464407,1099461,4364946,3519.001091,21.159,,
South Korea,1992,23.5,33.200001,62,5.1999998,10989076,863314,10125762,,,,
Spain,1992,20.6,34.700001,43.099998,26.9,11078815,4424195,6654620,16112.18892,17.7,,
Sri Lanka,1992,9.3000002,12.9,24.1,1.6,1571884,94840,1477044,550.5424443,14.22,,
Sudan,1992,13.7,5.6999998,9.8999996,1.6,865424,122794,742630,263.0035706,15.713,,
Suriname,1992,119,6.4000001,10.4,2.4000001,18029,3305,14724,964.4332465,17.28,,
Swaziland,1992,21.200001,5.9000001,10.5,2.2,27890,5623,22268,,,,
Sweden,1992,13.8,24.200001,23.5,24.9,1713185,899606,813579,32800.79495,5.72,,
Switzerland,1992,24.799999,28.6,32.5,24.9,1623806,729947,893860,40713.15735,2.81,,
Syria,1992,31.1,16.799999,27.200001,6.0999999,1199949,214865,985084,,,,
Taiwan,1992,28.9,23.1,41.099998,3.8,3523940,277829,3246111,,,,
Tajikistan,1992,32.599998,22.5,41.799999,3.8,694711,60189,634522,337.5488739,2.1,,
Tanzania,1992,9.1999998,11.5,21.5,1.9,1703584,145090,1558494,171.6147003,3.58,,
Thailand,1992,13,25.1,46.799999,4.1999998,10268617,870836,9397781,1957.405411,1.35,,
Timor,1992,2,32.599998,59.799999,4.0999999,157102,9738,147365,,,,
Togo,1992,32.099998,6.5,12,1.4,140003,15129,124874,560.2717966,3.861,,
Tonga,1992,13.3,31.4,50.099998,12.8,18145,3706,14439,1380.881428,1.383,,
Trinidad and Tobago,1992,22,19.1,30.5,8.1000004,159286,33948,125337,4231.46206,19.66,,
Tunisia,1992,22.4,22.200001,42.599998,1.7,1190529,45519,1145010,1760.48075,15.674,,
Turkey,1992,23,27.700001,42.599998,13.6,10023248,2522924,7500323,,,,
Turkmenistan,1992,22.700001,20.4,38.299999,3.5,471999,41300,430699,815.1398445,1.5,,
Uganda,1992,5.3000002,12.8,22.5,3.4000001,1246621,167726,1078895,151.9765412,3.372,,
Ukraine,1992,17,30.200001,52.700001,11.8,12354007,2644566,9709439,1417.935547,1.9,,
United Arab Emirates,1992,14.3,19,26.1,0.60000002,270739,2509,268230,25630.08097,1.858,,
United Kingdom,1992,17.1,28.799999,29.799999,27.799999,13352942,6717763,6635180,20488.09967,9.77,,
United States,1992,29.5,23.200001,25.200001,21.299999,46356087,22105511,24250576,25418.99078,7.5,,
Uruguay,1992,17,30.299999,39.5,21.9,710624,268919,441705,4083.463722,8.96,,
Uzbekistan,1992,19.1,11.1,21.5,1.2,1410098,78630,1331468,603.3520153,2.9,,
Vanuatu,1992,6,21.6,38.400002,4.3000002,19004,1877,17127,1318.531846,1.751,,
Venezuela,1992,17.5,18.9,25.6,12.3,2456951,796777,1660173,,,,
Vietnam,1992,6.5,30.4,58.900002,3.9000001,13817655,923205,12894451,141.3836852,1.938,,
World,1992,18,23.700001,38.799999,8.6999998,876037585,160382660,715654911,4658.730868,5.082678038,,
Yemen,1992,25.799999,19.6,29.6,9.8999996,1238039,318924,919115,,,,
Zambia,1992,7,11.6,20.200001,3.2,518027,72566,445461,394.0783977,19.46,,
Zimbabwe,1992,22.5,11.8,21.200001,2.5999999,705675,79109,626566,634.4473585,5.069,,
Afghanistan,1993,5.0999999,11.1,19.6,2.0999999,869965,82119,787847,,8.123,,
Albania,1993,16.200001,21.299999,38.900002,3.2,488078,36552,451527,367.2792251,25.258,,
Algeria,1993,17.299999,16.6,32.299999,0.80000001,2714059,64808,2649251,1825.875123,26.23,,
Andorra,1993,19.700001,31,37.700001,24.700001,15001,6207,8793,17024.32408,,,
Angola,1993,23.299999,8.8999996,17,1.1,528509,33604,494905,847.6537993,4.531,,
Antigua and Barbuda,1993,65,3.8,5.8000002,2,1758,475,1283,8129.144121,,,
Argentina,1993,18.5,24.9,29,21,5937593,2592532,3345061,6957.417499,10.1,,
Armenia,1993,22.5,28.200001,57,2.9000001,663085,36028,627057,347.4664633,5.3,,
Australia,1993,22.1,24.6,26.799999,22.299999,3396002,1563979,1832023,17700.11556,10.87,,
Austria,1993,22.200001,29,35.900002,22.700001,1884044,775803,1108241,24081.52779,4.25,,
Azerbaijan,1993,16.4,21.5,44,0.89999998,1067887,23416,1044471,209.5309545,4.5,,
Bahamas,1993,25.700001,11,16.700001,5.5,20273,5150,15123,,,,
Bahrain,1993,23.4,14.7,20.299999,6.0999999,54518,8905,45614,9063.565646,1.05,,
Bangladesh,1993,7.1999998,23.4,43.299999,1.5,15885115,484409,15400707,292.4253474,2.339,,
Barbados,1993,31.200001,6.8000002,11.8,2.0999999,13604,2245,11358,7905.676802,24.54,,
Belarus,1993,16.6,30.4,54.599998,9.8000002,2407585,422276,1985309,1590.088117,8.5,,
Belgium,1993,19.4,31,36.900002,25.4,2557634,1082074,1475560,22283.93602,8.08,,
Belize,1993,36.799999,9.8000002,17.700001,1.8,11016,986,10030,3867.605329,9.78,,
Benin,1993,9.6999998,8.6999998,14.6,3.2,263179,50783,212396,398.6130266,1.396,,
Bhutan,1993,37.599998,10.9,17.299999,3.7,31590,5172,26418,433.8656076,1.462,,
Bolivia,1993,2.3,34.400002,46.099998,23.1,1481886,510370,971516,760.1176224,3.089,,
Bosnia and Herzegovina,1993,21.5,37.599998,46.900002,29,1128694,451981,676713,,19.345,,
Botswana,1993,23.799999,13.9,23,5.1999998,119244,22838,96406,2844.99575,18.785,,
Brazil,1993,33.799999,17.9,21.700001,14.2,18651527,7561975,11089552,2766.328477,6.03,,
Brunei,1993,44,12.3,15.3,8.8000002,22759,7660,15099,,,,
Bulgaria,1993,22.9,28.299999,38.099998,19.1,1946445,676265,1270180,1278.54442,16.4,,
Burkina Faso,1993,4.0999999,12.5,17.4,8.1000004,630950,215418,415532,325.153666,2.576,,
Burundi,1993,7.4000001,13.7,19.1,8.6999998,419759,138753,281007,168.9640756,2.812,,
Cambodia,1993,10.7,23.799999,45,5.1999998,1288607,149285,1139322,247.3485844,0.813,,
Cameroon,1993,14.8,8.1999998,14.1,2.5,581109,89299,491810,1295.916462,7.975,,
Canada,1993,20.9,27.6,29,26.200001,6270028,3030858,3239171,20186.9885,11.38,,
Cape Verde,1993,9.8999996,6.1999998,9.8999996,2.9000001,12781,3292,9489,,,,
Central African Republic,1993,17.6,8.3000002,16,1.1,148440,10209,138232,413.959476,5.466,,
Chad,1993,2.0999999,7.1999998,12.6,2.0999999,246404,36566,209838,226.9211575,0.7,,
Chile,1993,8.5,37.200001,40.299999,34.200001,3639119,1714047,1925072,3521.711814,4.49,,
China,1993,18.200001,29.299999,53.200001,4,252423859,16622311,235801564,377.3898395,2.69,,
Colombia,1993,19.799999,13.4,19.299999,7.9000001,3053982,918937,2135045,1920.398967,7.8,0.85971,
Comoros,1993,3.5,13.2,18.1,8.3000002,32629,10409,22220,977.4743806,5.043,,
Congo,1993,16,8.3999996,15.8,1.1,123021,8193,114829,,,,
Costa Rica,1993,28,9.8999996,14.3,5.4000001,211988,56770,155217,2814.044548,3.95,,
Cote d'Ivoire,1993,23.700001,8.8000002,14.5,2.4000001,667320,84509,582811,829.4824768,5.859,,
Croatia,1993,21.6,26.5,31.4,21.9,1020873,442578,578296,,10.684,,
Cuba,1993,35.200001,18.5,24,13,1548683,542711,1005972,2063.222123,8.255,,
Cyprus,1993,19.6,34.299999,46.900002,22.4,173969,58351,115618,10526.1416,2.7,,
Czech Republic,1993,22.4,26.299999,31,21.9,2176263,945389,1230875,,,,
Democratic Republic of Congo,1993,8.1000004,7.9000001,15.1,1.1,1678421,122531,1555891,,,,
Denmark,1993,12.8,36.599998,36.200001,37.099998,1576245,814913,761332,27597.80852,10.72,,
Djibouti,1993,12.1,21.4,36.299999,6.5,76753,11652,65101,762.4751841,29.745,,
